date,rakuya_advance,criteo_spend,criteo_advance,rtbhouse_spend,rtbhouse_advance,rakuya_fb_dpa_advance_allzone_ASC_Campaign2_spend,rakuya_fb_dpa_advance_allzone_ASC_Campaign2_advance,rakuya_fb_dpa_advance_allzone_ASC_Campaign3_spend,rakuya_fb_dpa_advance_allzone_ASC_Campaign3_advance,rakuya_fb_dpa_advance_allzone_ASC_Campaign4_spend,rakuya_fb_dpa_advance_allzone_ASC_Campaign4_advance,rakuya_fb_dpa_advance_allzone2_spend,rakuya_fb_dpa_advance_allzone2_advance,South_15_KSC_spend,South_15_KSC_advance,Central_8_TCC_spend,Central_8_TCC_advance,South_14_TNC_spend,South_14_TNC_advance,North_2_NTPC_spend,North_2_NTPC_advance,North-4-TYC-spend,North-4-TYC-advance,Central-9-CHQ-spend,Central-9-CHQ-advance,North-0-TPC-spend,North-0-TPC-advance,South-12-CYC-spend,South-12-CYC-advance,Central-7-MLQ-spend,Central-7-MLQ-advance,South-13-CYQ-spend,South-13-CYQ-advance,Central-11-YLQ-spend,Central-11-YLQ-advance,South-17-PTQ-spend,South-17-PTQ-advance,Central-10-NTQ-spend,Central-10-NTQ-advance,North-6-HSQ-spend,North-6-HSQ-advance,North-1-KLC-spend,North-1-KLC-advance,East-18-TTQ-spend,East-18-TTQ-advance,North-3-ILQ-spend,North-3-ILQ-advance,North-8-HCC-spend,North-8-HCC-advance,East-18-HLQ-spend,East-18-HLQ-advance,South-16-PHQ-spend,South-16-PHQ-advance,Central-20-KMQ-spend,Central-20-KMQ-advance
2026-05-25,316,10256.68,64,3932.4,21,0,0,7139,22,0,0,7864,28,644.206805,0,532.431222,0,500.756272,2,594.71271,2,335.361723,1,322.265198,1,200.646093,2,176.272582,0,191.427823,0,174.074658,0,148.584082,0,131.568721,3,128.363036,3,93.359289,0,97.316438,1,144.668841,0,99.717636,0,120.644316,0,46.592687,0,38.196439,0,31.77,0
2026-05-26,272,7342.96,53,3870.3,31,0,0,7026,27,0,0,8397,34,698.750831,2,472.921647,0,512.399615,3,653.247201,0,339.047662,1,366.541649,1,205.364566,4,151.012578,0,279.690824,1,153.055781,1,142.332031,0,141.374117,1,127.447406,0,93.571983,0,117.60765,0,122.808493,0,103.45109,0,119.370423,0,45.815154,5,35.67,0,47.24,0
2026-05-27,252,8440.29,60,3825.6,18,0,0,7309,33,0,0,9150,35,758.563621,3,534.184355,0,487.114424,2,643.246506,2,467.672714,6,376.194613,0,211.588916,0,202.763602,0,220.048593,0,195.01268,0,164.215103,1,151.253034,0,124.153952,0,103.835996,0,154.93975,0,123.690076,0,125.839353,0,120.190258,1,44.342959,0,54.570342,0,36.33,0
2026-05-28,271,8423.13,59,3851.4,14,0,0,7206,20,0,0,6853,33,655.409037,1,510.207939,0,473.056931,1,634.645366,3,356.691093,1,335.957792,0,199.953156,0,174.952245,2,219.932944,0,175.696964,1,162.372747,2,160.699068,0,108.424293,0,97.73987,0,118.264283,0,139.008611,0,105.637303,0,133.241017,1,50.140113,0,42.665822,0,41.47,0
2026-05-29,289,7648.81,66,3732.3,17,0,0,7637,63,0,0,6062,34,689.409973,0,508.657562,7,435.910242,2,616.245949,0,342.569568,0,370.197642,1,213.424309,1,175.664459,0,169.244503,1,191.507447,0,141.328162,2,125.811872,0,112.616085,0,84.578219,0,108.37358,0,89.573761,0,106.460899,1,113.096962,0,40.03923,0,68.718312,0,65.88,0
2026-05-30,273,3907.46,42,3519.6,15,0,0,7765,32,0,0,5509,29,688.193821,2,453.664791,2,480.871802,2,610.777947,1,337.386313,0,311.688315,1,199.443233,0,204.176354,0,205.491538,1,172.292679,0,178.290064,0,134.698203,0,128.027793,0,83.920715,0,116.935673,0,103.651443,0,103.343961,0,136.58332,2,54.005426,0,51.471641,0,47.98,0
2026-05-31,284,5065.23,50,3338.4,21,0,0,8700,41,0,0,8497,30,637.426663,3,504.070961,3,482.78932,6,602.318105,0,353.629734,2,340.806402,0,183.81931,0,149.815026,0,183.209679,1,173.250764,0,122.444423,0,134.515965,2,112.054312,0,85.658526,0,109.765629,0,105.396541,1,95.935812,3,99.74104,0,42.887078,0,52.520166,0,43.02,0
2026-06-01,290,7475.73,54,3680.27,15,0,0,8904,41,0,0,7400,35,600.180606,3,457.50838,3,450.381759,1,524.898743,1,332.65113,11,299.728055,1,188.144765,0,179.908188,0,198.586338,1,158.403654,0,139.439778,0,107.708184,1,120.74978,0,78.941298,0,98.109754,0,89.737475,0,84.16806,1,123.728867,0,33.762904,0,57.496714,0,43.25,0
2026-06-02,255,6565.00,53,3606.38,15,0,0,8644,22,0,0,7077,29,802.653385,2,567.678338,4,454.97146,6,453.381828,2,511.189002,0,290.283903,0,220.072152,0,177.855271,0,175.547057,0,147.01825,0,172.570594,0,179.159304,1,119.032747,0,74.850785,0,154.51706,0,78.479592,0,128.925301,0,124.643969,0,65.943351,0,39.978504,0,51.55,0
2026-06-03,286,7532.85,64,4100.2,27,0,0,8060,27,0,0,7351,43,688.445825,0,699.289838,0,804.84656,1,401.63983,4,403.777532,1,245.48374,3,210.74152,0,183.325392,0,210.040955,1,155.260597,1,224.544173,1,150.639412,0,135.413489,0,156.909261,0,130.488117,0,146.19731,1,108.966334,0,151.18658,0,57.492041,2,55.666993,0,46.47,0
2026-06-04,247,8360.20,47,3395.43,15,0,0,8648,34,492,1,7074,23,736.167096,2,589.594303,3,586.083466,0,400.930199,3,434.720725,0,249.731827,2,204.554857,0,164.955035,0,216.123309,2,142.838745,0,188.943895,0,151.253329,1,119.835457,2,108.813267,2,133.845179,2,127.014735,3,115.111573,0,143.080917,0,51.241888,0,41.573224,0,41.57,0
2026-06-05,298,6664.22,67,4000.87,28,0,0,7680,44,1285,6,6931,21,729.327231,2,603.417668,3,600.056407,1,401.101248,2,439.679316,1,238.447866,0,223.929197,0,187.494584,0,231.514145,5,148.285093,1,188.565418,1,155.558677,2,141.60304,0,103.246886,1,104.54339,0,135.33219,0,116.695747,0,115.364302,0,58.434094,0,42.015468,0,50.01,0
2026-06-06,267,3687.00,54,3544.84,11,0,0,7622,24,1181,6,6878,39,721.555957,2,600.407656,1,613.804746,0,481.859502,2,447.361601,1,284.630192,3,220.708662,2,213.703232,1,226.502006,6,192.836247,0,195.45057,0,152.982224,0,134.037537,1,117.137854,0,179.976463,0,114.467625,0,118.490823,0,173.600095,0,56.863377,0,44.304596,0,68.37,0
2026-06-07,352,6021.79,100,5633.26,33,0,0,8488,38,1266,15,7917,42,755.321562,2,641.582314,3,586.495477,1,367.301957,0,450.621966,0,287.029496,3,179.349226,0,157.95047,0,221.339174,4,157.384555,1,152.85137,1,153.179358,2,112.062662,0,121.093851,0,123.925119,0,160.926025,0,113.339686,1,120.418929,0,59.448687,0,36.911875,0,50.45,0
2026-06-08,273,8907.84,60,4779.43,26,0,0,7859,38,1119,6,7280,52,668.440634,3,629.941287,4,542.452212,0,444.566282,1,460.369664,16,215.031454,2,166.343311,0,140.405066,1,210.604112,2,131.81493,0,141.694279,1,134.176374,0,91.682493,0,95.204096,0,134.908059,0,135.729622,0,95.582347,0,131.471392,2,50.202124,0,42.321987,0,45.48,0
2026-06-09,265,6338.65,62,6124.61,23,0,0,7430,27,1186,9,7582,36,677.251838,2,646.332656,1,674.883469,2,433.816106,0,460.820839,0,233.779119,0,160.93785,1,130.448779,0,238.250304,0,130.313866,1,146.562288,0,144.527927,0,186.388135,0,84.271537,0,134.306145,2,130.562308,0,110.158558,0,111.201931,1,50.734128,0,39.174356,0,31.00,0
2026-06-10,292,6421.10,68,7393.26,24,0,0,6447,42,1131,4,7211,28,747.630027,3,598.06432,0,562.226842,3,417.21484,2,448.26726,5,220.672387,0,141.165109,0,116.349537,0,274.129767,0,136.724142,0,122.02164,0,135.977031,0,129.844929,2,87.640046,1,133.051498,0,113.938005,2,101.585807,0,169.763374,0,54.915471,0,44.532255,0,26.55,0
2026-06-11,249,6620.53,51,4643.42,10,0,0,6503,28,1093,4,7708,25,759.944597,1,540.952117,1,641.169881,0,417.040647,0,493.938258,2,310.343424,0,141.33274,2,183.959752,0,242.745694,0,162.570657,0,135.755565,1,143.608657,2,135.458949,0,142.471901,0,125.990686,0,118.602907,0,91.627747,0,153.487486,0,52.352765,1,37.895731,0,32.86,3
2026-06-12,304,6587.92,67,4770.01,18,0,0,5912,19,1085,7,7415,41,879.708023,0,590.438545,1,638.741225,2,392.367933,1,661.770633,10,259.985022,7,124.223019,0,157.304717,0,250.129862,0,115.012686,0,169.86455,0,143.130629,0,90.050016,0,106.164151,0,134.022194,0,100.636827,0,131.491392,0,121.121766,1,54.71278,0,47.107946,0,34.93,0
2026-06-13,305,4785.40,59,6526.67,29,0,0,6859,22,1337,4,8344,35,828.504667,0,557.307861,8,761.611907,2,382.603175,0,561.578296,3,271.965403,2,149.180182,0,151.287058,1,273.666905,0,130.740554,1,159.522539,0,190.249128,1,99.907046,0,106.373349,0,151.221856,0,122.463028,0,150.463963,0,165.016594,0,51.896162,0,42.398111,0,47.43,0
2026-06-14,318,7320.69,58,6024.16,26,0,0,7280,42,1257,5,9315,39,940.458498,1,616.202432,5,648.907364,0,442.906497,0,547.221971,1,249.271677,0,190.207473,0,129.701288,0,248.410287,1,150.617252,0,131.056593,0,158.186643,0,146.127684,0,90.587728,1,91.249113,0,192.305999,0,124.559482,0,134.234847,0,56.907538,1,35.195699,0,65.17,0
2026-06-15,274,9046.67,72,4722.44,21,0,0,6691,38,1231,2,8869,39,660.090475,0,511.998158,0,614.016106,2,414.211047,6,511.256904,4,239.946591,4,138.068003,1,150.760917,0,218.16417,0,123.129823,0,166.133796,0,142.574409,0,138.206513,0,92.474488,1,143.466117,0,128.891078,0,91.774816,0,128.855717,0,52.958828,0,57.99,0,65.38,0
2026-06-16,270,5193.21,57,3565.83,14,0,0,6496,20,1310,10,8286,41,659.222417,3,524.582303,1,656.212317,5,436.436433,2,551.173045,1,238.324213,1,139.837432,2,148.944894,0,201.712005,0,134.847634,0,144.393381,0,139.245108,0,123.566286,0,91.96026,1,126.086249,0,127.36626,0,85.466278,0,126.782246,0,53.001185,1,33.282341,0,38.68,0
2026-06-17,265,6360.47,64,4216.87,22,0,0,6346,30,963,1,8235,53,698.377382,2,532.189309,1,661.350709,0,416.634043,4,558.835396,0,256.766669,0,122.448505,0,137.764202,1,273.25542,1,118.002847,0,144.766149,4,143.120424,1,111.923573,0,142.06139,0,143.966286,0,121.27886,0,84.903277,0,135.744476,0,46.067109,0,38.38307,0,46.70,0
2026-06-18,289,6091.53,62,3328.62,12,0,0,6260,34,1272,3,8477,41,692.969939,7,508.666575,0,598.17242,0,376.32254,1,485.572505,2,225.979574,0,116.392862,0,132.203058,0,220.787992,0,119.751787,0,126.477414,0,128.773589,0,114.338956,0,93.989317,0,113.413813,1,116.283428,0,91.491236,0,121.831066,0,49.09,0,50.686828,0,32.61,1
2026-06-19,291,5871.27,58,3998.63,19,0,0,6381,43,1046,1,9202,44,752.506862,3,518.751018,2,627.671927,2,388.16021,1,521.686448,0,233.878179,0,151.49217,0,137.880787,0,229.316957,0,127.275362,0,137.33294,0,134.587881,0,119.842145,0,96.136186,1,122.999147,0,143.119579,0,106.141727,1,125.917163,0,48.402757,0,65.647082,0,60.13,0
2026-06-20,382,7101.03,67,4774.27,13,0,0,6929,42,1430,8,10081,58,827.421941,0,585.870878,2,670.290767,1,411.630352,3,563.798216,2,244.543893,0,155.10736,0,145.76406,0,241.08696,1,136.000405,0,144.76984,0,143.963539,1,125.024383,0,102.569598,0,129.07529,0,148.069557,0,115.21514,1,133.967064,0,62.172103,0,96.118456,0,57.72,0
2026-06-21,316,8911.80,80,4948.15,15,0,0,7291,36,1223,23,9226,45,999.399738,0,697.146105,1,777.558864,0,468.378643,4,691.803686,1,272.004645,0,198.793565,0,169.355317,0,226.396048,0,174.041114,0,175.346123,0,135.08272,2,148.885824,1,104.235626,0,109.69359,0,178.085704,0,133.673069,1,153.564396,0,46.313085,1,60.614483,0,68.19,0
2026-06-22,332,10154.94,65,4600.66,20,0,0,6909,29,1416,6,9629,71,606.731798,1,540.639217,0,612.870918,1,408.337177,4,495.535209,0,273.83397,1,127.441951,0,131.785915,0,180.935906,2,130.954187,0,134.082213,0,159.918509,2,123.797628,0,103.346533,0,109.912644,0,143.876794,0,111.837842,1,125.633364,0,60.42428,0,57.181927,0,46.05,0
2026-06-23,289,6247.71,61,3931.8,19,0,0,6394,31,1401,5,8580,33,587.031111,6,531.118638,0,529.779093,2,393.330225,2,481.760233,1,266.048863,0,134.869746,0,146.428751,1,156.927002,1,132.587665,0,129.107743,0,136.155943,1,125.884858,0,96.252682,0,129.359398,0,137.237413,1,99.636137,0,129.294977,0,52.71149,0,67.67,0,56.51,0
2026-06-24,245,7358.66,56,3381.91,13,0,0,6437,25,1547,5,8625,29,702.518245,0,506.520588,1,532.795463,1,366.09492,4,460.708316,0,255.279186,0,118.82912,0,120.601273,1,159.539429,0,117.974775,0,127.004262,0,135.118525,5,102.853559,0,121.680017,1,180.961246,0,125.43852,0,91.911016,0,131.074874,0,52.603024,0,46.269492,0,41.15,0
2026-06-25,303,8766.68,89,3983.9,28,0,0,6461,33,1424,9,9105,42,756.963838,3,577.837551,6,661.240659,1,469.471288,0,538.153483,1,210.2056,0,111.01749,5,171.850646,2,219.571964,0,121.471786,1,177.216524,0,173.997642,1,113.724629,0,100.463354,0,122.713999,0,110.731137,0,126.862077,0,145.909876,1,41.190716,0,37.44,0,26.62,0
2026-06-26,216,9025.32,50,2841,14,0,0,6965,21,1212,8,8351,27,825.591562,2,471.621423,0,573.881548,1,445.748182,0,515.929395,1,187.535582,0,178.853837,0,125.361974,0,253.004019,0,127.535083,1,133.617601,0,170.196487,2,120.411429,0,70.627393,0,124.504871,0,127.991929,0,113.922606,1,95.96,0,41.701923,0,25.49527,0,29.00,0
2026-06-27,293,5104.97,55,3605.3,27,0,0,7868,25,1461,2,9579,45,915.119018,2,463.12649,1,694.82693,4,557.896597,1,491.616396,2,283.984026,1,152.845977,1,139.825017,0,241.258036,0,177.400011,2,137.864257,0,206.774205,0,125.192548,1,116.792336,0,125.667107,0,118.324091,0,120.157171,1,131.876421,0,62.097178,0,41.298403,0,40.20,1
2026-06-28,326,5183.77,65,3506.32,11,0,0,8480,55,1431,11,9377,40,627.183794,4,414.304371,2,426.411912,3,504.156603,0,388.274421,0,168.123715,0,132.123957,0,108.70818,1,202.396374,1,118.852897,0,98.090095,0,182.702502,0,111.737727,0,94.355166,2,98.574084,0,123.022344,0,100.447531,0,114.00745,0,44.104381,0,47.879054,0,51.10,0
2026-06-29,296,8383.76,68,3993.87,14,0,0,9453,40,1551,11,8608,36,818.53145,2,451.532958,3,499.696905,1,472.271144,0,419.607589,0,181.456718,4,134.266927,0,124.574396,0,204.979091,0,121.339011,2,114.796217,0,176.681901,0,118.253632,0,98.79,0,118.393463,0,117.864807,0,106.443116,0,136.89,1,44.925002,0,40.04,0,31.38,0
2026-06-30,251,7925.87,62,3077.08,15,0,0,9123,36,2101,8,9230,38,747.073756,1,476.142955,3,499.726261,3,566.491462,4,419.897468,0,178.52331,0,177.522996,0,133.620271,0,206.130988,1,151.40183,0,111.050484,1,191.321607,0,106.522655,0,88.104076,0,110.672832,0,110.057863,0,118.243083,0,114.824636,1,46.561944,0,37.99,0,51.18,0
,36260,743968.24,6883,573335.78,2259,712122,3544,385207,1782,34451,180,729119,3988,76258.11429,256,71968.89922,213,65053.09585,209,56244.7881,195,53588.43327,226,35321.26222,118,26313.11329,71,20301.31768,53,20442.14011,108,17927.67341,59,16330.49996,73,15622.419,85,13664.35492,38,12349.78368,49,14318.06158,29,13915.29666,27,13559.29666,39,13187.43589,24,6231.021895,29,5508.319853,5,5395.54,7
,,,0.0093,83.2974,0.0039,315.2377,0.0050,108.6927,0.0046,19.3328,0.0052,4050.6611,0.0055,19.1219,0.0034,281.1285,0.0030,305.4136,0.0032,269.1138,0.0035,274.8125,0.0042,156.2888,0.0033,222.9925,0.0027,285.9341,0.0026,385.7008,0.0053,165.9970,0.0033,276.7881,0.0045,214.0057,0.0054,160.7571,0.0028,324.9943,0.0040,292.2053,0.0020,479.8378,0.0019,502.1962,0.0029,338.1394,0.0018,259.6259,0.0047,189.9421,0.0009,1079.1071,0.0013
,,,,,,,2853.306041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
